CMDLINE ansible-playbook --extra-vars MSG=1659042211 nvidia.nvue.cli
MEM 0.812500 1659042211.5327
MEM 23.898438 1659042211.6349
MEM 33.363281 1659042211.7371
MEM 46.843750 1659042211.8391
MEM 48.769531 1659042211.9410
MEM 178.707031 1659042212.0432
MEM 464.539062 1659042212.1462
MEM 657.023438 1659042212.2535
MEM 790.277344 1659042212.3570
MEM 888.527344 1659042212.4607
MEM 925.070312 1659042212.5642
MEM 1175.421875 1659042212.6739
MEM 1072.328125 1659042212.7789
MEM 898.167969 1659042212.8842
MEM 1028.425781 1659042212.9892
MEM 1028.425781 1659042213.0943
MEM 1028.425781 1659042213.1996
MEM 1028.425781 1659042213.3051
MEM 1028.425781 1659042213.4102
MEM 1028.425781 1659042213.5153
MEM 1028.425781 1659042213.6202
MEM 1028.425781 1659042213.7251
MEM 1028.425781 1659042213.8300
MEM 1028.425781 1659042213.9349
MEM 1028.425781 1659042214.0397
MEM 1028.425781 1659042214.1448
MEM 1028.425781 1659042214.2497
MEM 1028.425781 1659042214.3545
MEM 1028.425781 1659042214.4594
MEM 1028.425781 1659042214.5652
MEM 1028.425781 1659042214.6730
MEM 1028.425781 1659042214.7796
MEM 1028.425781 1659042214.8852
MEM 1028.464844 1659042214.9907
MEM 1028.464844 1659042215.0965
MEM 1028.464844 1659042215.2022
MEM 1028.464844 1659042215.3079
MEM 1028.464844 1659042215.4133
MEM 1028.464844 1659042215.5239
MEM 1028.464844 1659042215.6295
MEM 1028.464844 1659042215.7394
MEM 1028.464844 1659042215.8445
MEM 1028.464844 1659042215.9536
MEM 1028.464844 1659042216.0718
MEM 1028.464844 1659042216.1770
MEM 1028.464844 1659042216.2844
MEM 1028.464844 1659042216.3896
MEM 1028.464844 1659042216.4945
MEM 1028.464844 1659042216.5993
MEM 1028.464844 1659042216.7053
MEM 1028.464844 1659042216.8102
MEM 1028.464844 1659042216.9151
MEM 1028.464844 1659042217.0199
MEM 1028.464844 1659042217.1247
MEM 1028.464844 1659042217.2297
MEM 1028.464844 1659042217.3346
MEM 1028.464844 1659042217.4394
MEM 1028.464844 1659042217.5443
MEM 1028.464844 1659042217.6504
MEM 1028.464844 1659042217.7555
MEM 1028.464844 1659042217.8604
MEM 1028.464844 1659042217.9654
MEM 1028.464844 1659042218.0704
MEM 1028.464844 1659042218.1752
MEM 1028.464844 1659042218.2801
MEM 1028.464844 1659042218.3850
MEM 1028.464844 1659042218.4899
MEM 1028.464844 1659042218.5947
MEM 1028.464844 1659042218.6995
MEM 1028.464844 1659042218.8046
MEM 1028.464844 1659042218.9113
MEM 1028.464844 1659042219.0170
MEM 1028.464844 1659042219.1219
MEM 1028.464844 1659042219.2270
MEM 1028.464844 1659042219.3320
MEM 1028.464844 1659042219.4370
MEM 1028.464844 1659042219.5420
MEM 1028.464844 1659042219.6470
MEM 1028.464844 1659042219.7519
MEM 977.109375 1659042219.8569
MEM 823.253906 1659042219.9613
MEM 823.277344 1659042220.0656
MEM 823.277344 1659042220.1697
MEM 823.277344 1659042220.2738
MEM 823.277344 1659042220.3780
MEM 772.046875 1659042220.4824
MEM 720.851562 1659042220.5864
MEM 720.851562 1659042220.6906
MEM 720.851562 1659042220.7946
MEM 618.050781 1659042220.8983
MEM 612.488281 1659042221.0019
MEM 453.578125 1659042221.1052
MEM 204.320312 1659042221.2078
MEM 138.613281 1659042221.3105
MEM 101.597656 1659042221.4130
MEM 51.234375 1659042221.5152
CMDLINE ansible-playbook --extra-vars MSG=1659042211 nvidia.nvue.cli
MEM 0.804688 1659042221.7002
MEM 23.941406 1659042221.8025
MEM 33.382812 1659042221.9050
MEM 46.871094 1659042222.0074
MEM 48.824219 1659042222.1099
MEM 253.847656 1659042222.2124
MEM 439.253906 1659042222.3152
MEM 564.687500 1659042222.4182
MEM 736.343750 1659042222.5224
MEM 917.050781 1659042222.6276
MEM 1039.300781 1659042222.7320
MEM 1087.714844 1659042222.8371
MEM 1018.867188 1659042222.9457
MEM 1030.527344 1659042223.0506
MEM 1030.527344 1659042223.1554
MEM 1030.527344 1659042223.2603
MEM 1030.527344 1659042223.3653
MEM 1030.527344 1659042223.4704
MEM 1030.527344 1659042223.5753
MEM 1030.527344 1659042223.6802
MEM 1030.527344 1659042223.7852
MEM 1030.527344 1659042223.8902
MEM 1030.527344 1659042223.9952
MEM 1030.527344 1659042224.1004
MEM 1030.527344 1659042224.2054
MEM 1030.527344 1659042224.3103
MEM 1030.527344 1659042224.4152
MEM 1030.527344 1659042224.5203
MEM 1030.527344 1659042224.6252
MEM 1030.527344 1659042224.7300
MEM 1030.527344 1659042224.8348
MEM 1030.527344 1659042224.9396
MEM 1030.527344 1659042225.0445
MEM 1030.527344 1659042225.1493
MEM 1030.527344 1659042225.2542
MEM 1030.527344 1659042225.3590
MEM 1030.527344 1659042225.4645
MEM 1030.527344 1659042225.5695
MEM 1030.527344 1659042225.6743
MEM 1030.527344 1659042225.7792
MEM 1030.527344 1659042225.8841
MEM 1030.527344 1659042225.9889
MEM 1030.527344 1659042226.0939
MEM 1030.527344 1659042226.1988
MEM 1030.527344 1659042226.3037
MEM 1030.527344 1659042226.4088
MEM 1030.527344 1659042226.5137
MEM 1030.527344 1659042226.6187
MEM 1030.527344 1659042226.7236
MEM 1030.527344 1659042226.8286
MEM 1030.527344 1659042226.9337
MEM 1030.527344 1659042227.0386
MEM 1030.527344 1659042227.1435
MEM 1030.527344 1659042227.2484
MEM 1030.527344 1659042227.3534
MEM 1030.527344 1659042227.4583
MEM 1030.527344 1659042227.5632
